reference_id,recieved_at,university,caller_name,outcome_1,remark,campaign_id
439243,2024-03-22 16:54:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
409826,2024-03-22 16:55:00,Illinois Institute of Technology,Rudra,Not connected,,FA24AND
440389,2024-03-22 16:56:00,Illinois Institute of Technology,Rudra,Not interested to IIT,got admission to a different university,FA24AND
420446,2024-03-22 16:58:00,Illinois Institute of Technology,Rudra,Not interested to IIT,got admission to a different university,FA24AND
424233,2024-03-22 17:01:00,Illinois Institute of Technology,Rudra,Not connected,,FA24AND
433779,2024-03-22 17:02:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
432881,2024-03-22 17:03:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
427963,2024-03-22 17:04:00,Illinois Institute of Technology,Rudra,Will confirm later,will decide within 31st march,FA24AND
398373,2024-03-22 17:05:00,Illinois Institute of Technology,Rudra,Ready to pay the deposit,will pay within 31st march,FA24AND
434375,2024-03-22 17:06:00,Illinois Institute of Technology,Rudra,Not connected,,FA24AND
425469,2024-03-22 17:07:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
401195,2024-03-22 17:08:00,Illinois Institute of Technology,Rudra,Will confirm later,will decide within 31st march,FA24AND
422669,2024-03-22 17:10:00,Illinois Institute of Technology,Rudra,Not connected,,FA24AND
420504,2024-03-22 17:11:00,Illinois Institute of Technology,Rudra,Want to defer,will decide within 31st march,FA24AND
441944,2024-03-22 17:13:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
430895,2024-03-22 17:15:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
413785,2024-03-22 17:16:00,Illinois Institute of Technology,Prajwal,Reschedule,got disconnected due to network issue,FA24SIC
430871,2024-03-22 17:17:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24SIC
447941,2024-03-22 17:18:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
444177,2024-03-22 17:23:00,Illinois Institute of Technology,Prajwal,Completed application,already submitted the transcript multiple times.,FA24SIC
434630,2024-03-22 17:24:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
431666,2024-03-22 17:25:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24SIC
441047,2024-03-22 17:28:00,Illinois Institute of Technology,Prajwal,Completed application,already submitted the transcripts twice in portal,FA24SIC
434066,2024-03-22 17:29:00,Illinois Institute of Technology,Palak,Will Submit the docx,,FA24SIC
436311,2024-03-22 17:30:00,Illinois Institute of Technology,Prajwal,Reschedule,the call just got disconnected from my end,FA24SIC
430924,2024-03-22 17:31:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
432522,2024-03-22 17:31:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24SIC
445579,2024-03-22 17:34:00,Illinois Institute of Technology,Prajwal,Completed application,already submitted the document today itself.,FA24SIC
439565,2024-03-22 17:34:00,Illinois Institute of Technology,Palak,Disconnected,,FA24SIC
432395,2024-03-22 17:39:00,Illinois Institute of Technology,Prajwal,Not connected,documents are not mentioned.,FA24SIC
438974,2024-03-22 17:41:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
427656,2024-03-22 17:43:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
437824,2024-03-22 17:44:00,Illinois Institute of Technology,Prajwal,Completed application,already submitted all the required documents in application portal itself.,FA24SIC
427628,2024-03-22 17:46:00,Illinois Institute of Technology,Palak,Reschedule,,FA24SIC
446125,2024-03-22 17:46:00,Illinois Institute of Technology,Rudra,Not connected,,FA24AND
445715,2024-03-22 17:46:00,Illinois Institute of Technology,Prajwal,Will Submit the docx,,FA24SIC
448253,2024-03-22 17:48:00,Illinois Institute of Technology,Rudra,Not interested to IIT,got admission to a different university,FA24AND
441512,2024-03-22 17:49:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
437777,2024-03-22 17:49:00,Illinois Institute of Technology,Prajwal,Will Submit the docx,,FA24SIC
431406,2024-03-22 17:50:00,Illinois Institute of Technology,Rudra,Ready to pay the deposit,will pay within 31st march,FA24AND
429321,2024-03-22 17:51:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
445578,2024-03-22 17:51:00,Illinois Institute of Technology,Rudra,Not connected,,FA24AND
435712,2024-03-22 17:52:00,Illinois Institute of Technology,Rudra,Not connected,,FA24AND
445941,2024-03-22 17:52:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24SIC
431099,2024-03-22 17:53:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
449028,2024-03-22 17:54:00,Illinois Institute of Technology,Rudra,Not connected,,FA24AND
440929,2024-03-22 17:55:00,Illinois Institute of Technology,Rudra,Will confirm later,will decide within 31st march,FA24AND
447179,2024-03-22 17:56:00,Illinois Institute of Technology,Prajwal,Will Submit the docx,,FA24SIC
440402,2024-03-22 17:57:00,Illinois Institute of Technology,Rudra,Will confirm later,will decide within 31st march,FA24AND
446148,2024-03-22 17:57:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24SIC
421740,2024-03-22 17:57:00,Illinois Institute of Technology,Palak,Will Submit the docx,,FA24SIC
405688,2024-03-22 17:58:00,Illinois Institute of Technology,Rudra,Not connected,,FA24AND
428522,2024-03-22 17:59:00,Illinois Institute of Technology,Rudra,Will confirm later,will decide within 31st march,FA24AND
435995,2024-03-22 17:59:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24SIC
424732,2024-03-22 18:00:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24SIC
417229,2024-03-22 18:00:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
439335,2024-03-22 18:00:00,Illinois Institute of Technology,Rudra,Not connected,,FA24AND
450853,2024-03-22 18:01:00,Illinois Institute of Technology,Rudra,Ready to pay the deposit,will pay within 31st march,FA24AND
438109,2024-03-22 18:03:00,Illinois Institute of Technology,Rudra,Ready to pay the deposit,will pay within 31st march,FA24AND
449742,2024-03-22 18:05:00,Illinois Institute of Technology,Rudra,Not interested to IIT,got admission to a different university,FA24AND
413801,2024-03-22 18:05:00,Illinois Institute of Technology,Prajwal,Completed application,already submitted the official transcripts as well as the IELTS score but it is still getting rejected so he is going to mail us the same documents,FA24SIC
431818,2024-03-22 18:06:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24SIC
436720,2024-03-22 18:06:00,Illinois Institute of Technology,Palak,Will Submit the docx,,FA24SIC
441379,2024-03-22 18:12:00,Illinois Institute of Technology,Prajwal,Completed application,already submitted the required documents in portal but now will us the document via mail.,FA24SIC
444964,2024-03-22 18:15:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
413785,2024-03-22 18:15:00,Illinois Institute of Technology,Prajwal,Disconnected,,FA24SIC
377462,2024-03-22 18:17:00,Illinois Institute of Technology,Rudra,Not connected,,FA24AND
442463,2024-03-22 18:18:00,Illinois Institute of Technology,Palak,Not connected,,FA24IP
446433,2024-03-22 18:20:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
449627,2024-03-22 18:21:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24SIC
439569,2024-03-22 18:22:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
434331,2024-03-22 18:25:00,Illinois Institute of Technology,Palak,Disconnected,,FA24SIC
440435,2024-03-22 18:27:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
446801,2024-03-22 18:27:00,Illinois Institute of Technology,Prajwal,Completed application,already submitted all the documents required thrice.,FA24SIC
444934,2024-03-22 18:28:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
416556,2024-03-22 18:31:00,Illinois Institute of Technology,Prajwal,Will Submit the docx,,FA24SIC
438438,2024-03-22 18:33:00,Illinois Institute of Technology,Palak,Completed application,Mailed the document,FA24SIC
439602,2024-03-22 18:34:00,Illinois Institute of Technology,Rudra,Not connected,,FA24AND
440992,2024-03-22 18:37:00,Illinois Institute of Technology,Palak,Reschedule,,FA24SIC
917904000000,2024-03-22 18:38:00,Illinois Institute of Technology,Rudra,Ready to pay the deposit,he is ready to pay if his pre-requisite subject and English proficiency test requirement is waved off,FA24AND
445375,2024-03-22 18:39:00,Illinois Institute of Technology,Prajwal,Completed application,already submitted all the required official documents,FA24SIC
450843,2024-03-22 18:39:00,Illinois Institute of Technology,Rudra,Not connected,,FA24AND
448838,2024-03-22 18:41:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24SIC
434113,2024-03-22 18:42:00,Illinois Institute of Technology,Palak,Reschedule,,FA24SIC
427628,2024-03-22 18:43:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24SIC
431336,2024-03-22 18:46:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24SIC
431356,2024-03-22 18:47:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
441013,2024-03-22 18:49:00,Illinois Institute of Technology,Prajwal,Reschedule,due to network connectivity the voice was not audible.,FA24SIC
446444,2024-03-22 18:52:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
449852,2024-03-22 18:56:00,Illinois Institute of Technology,Palak,Will Submit the docx,,FA24SIC
421913,2024-03-22 18:57:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24SIC
431339,2024-03-22 18:59:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
415805,2024-03-22 19:00:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24SIC
449652,2024-03-22 19:02:00,Illinois Institute of Technology,Palak,Reschedule,,FA24SIC
437204,2024-03-22 19:05:00,Illinois Institute of Technology,Prajwal,Will Submit the docx,,FA24SIC
445154,2024-03-22 19:08:00,Illinois Institute of Technology,Prajwal,Completed application,already submitted all the required documents several times,FA24SIC
408751,2024-03-22 19:10:00,Illinois Institute of Technology,Palak,Disconnected,,FA24SIC
437253,2024-03-22 19:11:00,Illinois Institute of Technology,Prajwal,Completed application,already submitted the required documents.,FA24SIC
435895,2024-03-22 19:13:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24SIC
919960000000,2024-03-22 19:19:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
446433,2024-03-22 19:21:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
432517,2024-03-22 19:23:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
446454,2024-03-22 19:25:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
405696,2024-03-22 19:27:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
423938,2024-03-22 19:32:00,Illinois Institute of Technology,Palak,Not interested to IIT,duolingo is not accepted in iit,FA24SIC
437254,2024-03-22 19:45:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
439946,2024-03-22 19:47:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
410332,2024-03-22 19:49:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
430287,2024-03-22 19:52:00,Illinois Institute of Technology,Palak,Will Submit the docx,,FA24SIC
436466,2024-03-22 20:04:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
443132,2024-03-22 20:08:00,Illinois Institute of Technology,Palak,Reschedule,,FA24SIC
449652,2024-03-22 20:11:00,Illinois Institute of Technology,Palak,Will Submit the docx,,FA24SIC
449939,2024-03-22 20:19:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
438328,2024-03-22 20:25:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
434113,2024-03-23 14:18:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
440992,2024-03-23 14:21:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
427656,2024-03-23 14:22:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
449126,2024-03-23 14:25:00,Illinois Institute of Technology,Palak,Completed application,,FA24SIC
432864,2024-03-23 14:27:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
449827,2024-03-23 14:29:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
444965,2024-03-23 14:32:00,Illinois Institute of Technology,Palak,Reschedule,,FA24SIC
441914,2024-03-23 14:34:00,Illinois Institute of Technology,Palak,Disconnected,,FA24SIC
919967000000,2024-03-23 14:36:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
427155,2024-03-23 14:37:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
435857,2024-03-23 14:40:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
428465,2024-03-23 14:47:00,Illinois Institute of Technology,Palak,Will Submit the docx,,FA24SIC
444223,2024-03-23 14:50:00,Illinois Institute of Technology,Palak,Will Submit the docx,,FA24SIC
446381,2024-03-23 14:53:00,Illinois Institute of Technology,Palak,Will Submit the docx,,FA24SIC
432573,2024-03-23 14:56:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
446765,2024-03-23 14:58:00,Illinois Institute of Technology,Palak,Reschedule,,FA24SIC
432811,2024-03-23 14:59:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
429053,2024-03-23 15:00:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
437061,2024-03-23 15:02:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
409198,2024-03-23 15:04:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
444675,2024-03-23 15:05:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
414605,2024-03-23 15:09:00,Illinois Institute of Technology,Palak,Will Submit the docx,,FA24SIC
439942,2024-03-23 15:16:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
414659,2024-03-23 15:17:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
405695,2024-03-23 15:19:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
439692,2024-03-23 15:23:00,Illinois Institute of Technology,Palak,Will Submit the docx,,FA24SIC
446771,2024-03-23 15:25:00,Illinois Institute of Technology,Palak,Will Submit the docx,,FA24SIC
410576,2024-03-23 15:27:00,Illinois Institute of Technology,Palak,Will Submit the docx,,FA24SIC
450316,2024-03-23 15:29:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
431102,2024-03-23 15:32:00,Illinois Institute of Technology,Palak,Not interested to IIT,due to personal reason,FA24SIC
398727,2024-03-23 15:34:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
425493,2024-03-23 15:36:00,Illinois Institute of Technology,Palak,Will Submit the docx,,FA24SIC
436096,2024-03-23 16:03:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
432234,2024-03-23 16:04:00,Illinois Institute of Technology,Palak,Will Submit the docx,,FA24SIC
414011,2024-03-23 16:13:00,Illinois Institute of Technology,Palak,Will Submit the docx,,FA24SIC
431644,2024-03-23 16:19:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
434162,2024-03-23 16:21:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
428903,2024-03-23 16:23:00,Illinois Institute of Technology,Palak,Will Submit the docx,,FA24SIC
431519,2024-03-23 16:27:00,Illinois Institute of Technology,Palak,Will Submit the docx,,FA24SIC
450545,2024-03-23 16:31:00,Illinois Institute of Technology,Palak,Will Submit the docx,,FA24SIC
4449658,2024-03-23 16:38:00,Illinois Institute of Technology,Palak,Will Submit the docx,,FA24SIC
439597,2024-03-23 16:46:00,Illinois Institute of Technology,Palak,Want to defer,to the upcoming intake,FA24SIC
435947,2024-03-23 16:49:00,Illinois Institute of Technology,Palak,Will Submit the docx,,FA24SIC
445498,2024-03-23 16:51:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
433807,2024-03-23 16:52:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
446765,2024-03-23 16:54:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
401770,2024-03-23 16:55:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
429666,2024-03-23 16:57:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
441439,2024-03-23 16:59:00,Illinois Institute of Technology,Palak,Will Submit the docx,,FA24SIC
428222,2024-03-23 17:01:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
440950,2024-03-23 17:02:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
414583,2024-03-23 17:04:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
414583,2024-03-23 17:05:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
422216,2024-03-23 17:06:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
438422,2024-03-23 17:08:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
437914,2024-03-23 17:09:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
449756,2024-03-23 17:11:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
446761,2024-03-23 17:12:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
430018,2024-03-23 17:13:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
449850,2024-03-23 17:16:00,Illinois Institute of Technology,Palak,Will Submit the docx,,FA24SIC
432029,2024-03-23 17:19:00,Illinois Institute of Technology,Palak,Will Submit the docx,,FA24SIC
411096,2024-03-23 17:20:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
411096,2024-03-23 17:23:00,Illinois Institute of Technology,Palak,Completed application,,FA24SIC
450143,2024-03-23 17:40:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
427656,2024-03-23 17:42:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
440390,2024-03-23 17:45:00,Illinois Institute of Technology,Palak,Not interested to IIT,postponed the study plan,FA24SIC
431331,2024-03-23 17:48:00,Illinois Institute of Technology,Palak,Will Submit the docx,,FA24SIC
448119,2024-03-23 18:05:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
435637,2024-03-23 18:06:00,Illinois Institute of Technology,Palak,Disconnected,,FA24SIC
435628,2024-03-23 18:08:00,Illinois Institute of Technology,Palak,Will Submit the docx,,FA24SIC
427580,2024-03-23 18:13:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
425240,2024-03-23 18:23:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
434743,2024-03-23 18:26:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
413510,2024-03-23 18:29:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
435616,2024-03-23 18:31:00,Illinois Institute of Technology,Palak,Disconnected,,FA24SIC
438568,2024-03-23 18:35:00,Illinois Institute of Technology,Palak,Will Submit the docx,,FA24SIC
430914,2024-03-23 18:41:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
437722,2024-03-23 18:43:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
439864,2024-03-23 18:46:00,Illinois Institute of Technology,Palak,Will Submit the docx,,FA24SIC
435191,2024-03-23 18:47:00,Illinois Institute of Technology,Palak,Disconnected,,FA24SIC
431315,2024-03-23 18:49:00,Illinois Institute of Technology,Palak,Will Submit the docx,,FA24SIC
434845,2024-03-23 19:15:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
450445,2024-03-23 19:16:00,Illinois Institute of Technology,Palak,Will Submit the docx,,FA24SIC
428372,2024-03-23 19:23:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
431669,2024-03-23 19:27:00,Illinois Institute of Technology,Palak,Will Submit the docx,,FA24SIC
435281,2024-03-23 19:29:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
403820,2024-03-23 19:30:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
440403,2024-03-23 19:31:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
444643,2024-03-23 19:34:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
919743000000,2024-03-23 19:36:00,Illinois Institute of Technology,Palak,Completed application,,FA24SIC
432468,2024-03-23 19:40:00,Illinois Institute of Technology,Palak,Will Submit the docx,,FA24SIC
421830,2024-03-23 19:42:00,Illinois Institute of Technology,Palak,Will Submit the docx,,FA24SIC
435426,2024-03-23 19:47:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
424288,2024-03-23 19:49:00,Illinois Institute of Technology,Palak,Completed application,,FA24SIC
445594,2024-03-23 19:51:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
428247,2024-03-23 19:54:00,Illinois Institute of Technology,Palak,Will Submit the docx,,FA24SIC
405383,2024-03-25 10:23:00,Illinois Institute of Technology,Rudra,Not connected,-,FA24AND
405691,2024-03-25 10:26:00,Illinois Institute of Technology,Rudra,Ready to pay the deposit,will pay within 31st march,FA24AND
429507,2024-03-25 10:53:00,Illinois Institute of Technology,Rudra,Not connected,,FA24AND
403989,2024-03-25 11:34:00,Illinois Institute of Technology,Rudra,Not interested to IIT,got admission to a different university,FA24AND
409202,2024-03-25 11:34:00,Illinois Institute of Technology,Rudra,Wrong number,,FA24AND
432880,2024-03-25 11:36:00,Illinois Institute of Technology,Rudra,Not connected,,FA24AND
433111,2024-03-25 11:38:00,Illinois Institute of Technology,Rudra,Not connected,,FA24AND
422642,2024-03-25 11:39:00,Illinois Institute of Technology,Rudra,Not connected,-,FA24AND
416081,2024-03-25 11:41:00,Illinois Institute of Technology,Rudra,Not connected,,FA24AND
420470,2024-03-25 11:43:00,Illinois Institute of Technology,Rudra,Not connected,,FA24AND
443070,2024-03-25 11:44:00,Illinois Institute of Technology,Rudra,Will confirm later,will decide within 31st march,FA24AND
421611,2024-03-25 11:46:00,Illinois Institute of Technology,Rudra,Not interested to IIT,got admission to a different university,FA24AND
433852,2024-03-25 11:48:00,Illinois Institute of Technology,Rudra,Will confirm later,will decide within 31st march,FA24AND
444219,2024-03-25 11:49:00,Illinois Institute of Technology,Rudra,Not connected,,FA24AND
448368,2024-03-25 11:50:00,Illinois Institute of Technology,Rudra,Not connected,,FA24AND
425464,2024-03-25 11:56:00,Illinois Institute of Technology,Rudra,Will confirm later,will decide within 31st march,FA24AND
433071,2024-03-25 11:58:00,Illinois Institute of Technology,Rudra,Not interested to IIT,got admission to a different university,FA24AND
391367,2024-03-25 11:59:00,Illinois Institute of Technology,Rudra,Not interested to IIT,got admission to a different university,FA24AND
446679,2024-03-25 12:01:00,Illinois Institute of Technology,Rudra,Not connected,,FA24AND
428508,2024-03-25 12:02:00,Illinois Institute of Technology,Rudra,Not connected,,FA24AND
430754,2024-03-25 12:02:00,Illinois Institute of Technology,Rudra,Not connected,,FA24AND
423654,2024-03-25 12:05:00,Illinois Institute of Technology,Rudra,Will confirm later,will decide within 31st march,FA24AND
436774,2024-03-25 12:06:00,Illinois Institute of Technology,Rudra,Not connected,,FA24AND
421053,2024-03-25 12:07:00,Illinois Institute of Technology,Rudra,Not connected,,FA24AND
431531,2024-03-25 12:09:00,Illinois Institute of Technology,Rudra,Will confirm later,will decide within 31st march,FA24AND
380395,2024-03-25 12:20:00,Illinois Institute of Technology,Rudra,Not connected,,FA24AND
428892,2024-03-25 12:21:00,Illinois Institute of Technology,Rudra,Not connected,,FA24AND
427180,2024-03-25 12:21:00,Illinois Institute of Technology,Rudra,Disconnected,,FA24AND
447791,2024-03-25 12:24:00,Illinois Institute of Technology,Rudra,Not interested to IIT,he is declining IIT offer because he did not get his desired course,FA24AND
425218,2024-03-25 12:28:00,Illinois Institute of Technology,Rudra,Will confirm later,will decide within 31st march,FA24AND
436749,2024-03-25 13:18:00,Illinois Institute of Technology,Rudra,Will confirm later,will decide within 31st march,FA24AND
427658,2024-03-25 13:36:00,Illinois Institute of Technology,Rudra,Not connected,,FA24AND
442025,2024-03-25 13:37:00,Illinois Institute of Technology,Rudra,Will confirm later,will decide within 31st march,FA24AND
421453,2024-03-25 13:39:00,Illinois Institute of Technology,Rudra,Disconnected,,FA24AND
436738,2024-03-25 13:39:00,Illinois Institute of Technology,Rudra,Not connected,,FA24AND
435622,2024-03-25 13:42:00,Illinois Institute of Technology,Rudra,Not connected,,FA24AND
421602,2024-03-25 13:44:00,Illinois Institute of Technology,Rudra,Will confirm later,will decide within 31st march,FA24AND
443072,2024-03-25 13:44:00,Illinois Institute of Technology,Palak,Will Submit the docx,,FA24SIC
413749,2024-03-25 13:45:00,Illinois Institute of Technology,Rudra,Not connected,,FA24AND
422709,2024-03-25 13:45:00,Illinois Institute of Technology,Rudra,Not connected,,FA24AND
441013,2024-03-25 13:46:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
445812,2024-03-25 13:47:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
431187,2024-03-25 13:48:00,Illinois Institute of Technology,Rudra,Not connected,,FA24AND
384736,2024-03-25 13:48:00,Illinois Institute of Technology,Palak,Reschedule,,FA24SIC
436384,2024-03-25 13:50:00,Illinois Institute of Technology,Rudra,Will confirm later,will decide within 31st march,FA24AND
449078,2024-03-25 13:50:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
402345,2024-03-25 13:51:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
412940,2024-03-25 13:51:00,Illinois Institute of Technology,Rudra,Not connected,,FA24AND
439260,2024-03-25 13:52:00,Illinois Institute of Technology,Rudra,Not connected,,FA24AND
427301,2024-03-25 13:52:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
429995,2024-03-25 13:53:00,Illinois Institute of Technology,Rudra,Voicemail,,FA24AND
444921,2024-03-25 13:55:00,Illinois Institute of Technology,Palak,Completed application,,FA24SIC
428702,2024-03-25 13:55:00,Illinois Institute of Technology,Rudra,Not connected,,FA24AND
448890,2024-03-25 13:56:00,Illinois Institute of Technology,Rudra,Not connected,,FA24AND
434332,2024-03-25 13:56:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
428727,2024-03-25 13:58:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
427672,2024-03-25 13:59:00,Illinois Institute of Technology,Rudra,Will confirm later,will decide within 31st march,FA24AND
391364,2024-03-25 13:59:00,Illinois Institute of Technology,Rudra,Disconnected,,FA24AND
424612,2024-03-25 14:01:00,Illinois Institute of Technology,Rudra,Ready to pay the deposit,will pay within 31st march,FA24AND
412010,2024-03-25 14:02:00,Illinois Institute of Technology,Rudra,Ready to pay the deposit,will pay within 31st march,FA24AND
432501,2024-03-25 14:04:00,Illinois Institute of Technology,Rudra,Not connected,,FA24AND
452649,2024-03-25 14:05:00,Illinois Institute of Technology,Palak,Completed application,student mailed several times,FA24SIC
452466,2024-03-25 14:06:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
430933,2024-03-25 14:08:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
445742,2024-03-25 14:10:00,Illinois Institute of Technology,Palak,Reschedule,,FA24SIC
450308,2024-03-25 14:12:00,Illinois Institute of Technology,Palak,Will Submit the docx,,FA24SIC
441999,2024-03-25 14:15:00,Illinois Institute of Technology,Palak,Will Submit the docx,,FA24SIC
449984,2024-03-25 14:19:00,Illinois Institute of Technology,Palak,Will Submit the docx,,FA24SIC
405746,2024-03-25 14:28:00,Illinois Institute of Technology,Palak,Will Submit the docx,,FA24SIC
438349,2024-03-25 14:34:00,Illinois Institute of Technology,Palak,Will Submit the docx,,FA24SIC
451193,2024-03-25 14:41:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
436802,2024-03-25 14:42:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
410391,2024-03-25 14:45:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
435687,2024-03-25 14:52:00,Illinois Institute of Technology,Palak,Completed application,already submited several times and she said kindly update the app tracker,FA24SIC
435063,2024-03-25 14:53:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
448803,2024-03-25 14:56:00,Illinois Institute of Technology,Palak,Will Submit the docx,,FA24SIC
435709,2024-03-25 15:00:00,Illinois Institute of Technology,Palak,Not connected,,FA24SIC
431130,2024-03-25 15:04:00,Illinois Institute of Technology,Palak,Will Submit the docx,,FA24SIC
