reference_id,recieved_at,university,caller_name,outcome_1,remark,campaign_id
434955,2024-07-15 18:30:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
459060,2024-07-15 18:32:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
433774,2024-07-15 18:36:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
437741,2024-07-15 18:36:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
434139,2024-07-15 18:36:00,Illinois Institute of Technology,Rudra,Not connected,,FA24DNI
440662,2024-07-15 18:38:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
462682,2024-07-15 18:40:00,Illinois Institute of Technology,Rudra,Not connected,,FA24SIC
454148,2024-07-15 18:40:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
451441,2024-07-15 18:41:00,Illinois Institute of Technology,Rudra,Not connected,,FA24SIC
425587,2024-07-15 18:51:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
422209,2024-07-15 18:53:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
428192,2024-07-15 18:58:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
424702,2024-07-15 19:00:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
452595,2024-07-16 10:53:00,Illinois Institute of Technology,Rudra,Disconnected,,FA24SIC
454283,2024-07-16 10:56:00,Illinois Institute of Technology,Rudra,Not connected,,FA24SIC
405046,2024-07-16 10:58:00,Illinois Institute of Technology,Rudra,Will Submit the docx,,FA24SIC
463762,2024-07-16 10:58:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
415788,2024-07-16 10:58:00,Illinois Institute of Technology,Rudra,Disconnected,,FA24SIC
459866,2024-07-16 10:59:00,Illinois Institute of Technology,Rudra,Not connected,,FA24SIC
463828,2024-07-16 11:00:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
445927,2024-07-16 11:00:00,Illinois Institute of Technology,Rudra,Not connected,,FA24SIC
442399,2024-07-16 11:02:00,Illinois Institute of Technology,Rudra,Completed application,,FA24IP
415783,2024-07-16 11:03:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
444238,2024-07-16 11:05:00,Illinois Institute of Technology,Prajwal,Disconnected,,FA24IP
447049,2024-07-16 11:05:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
453026,2024-07-16 11:07:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
450134,2024-07-16 11:08:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
434940,2024-07-16 11:09:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
461798,2024-07-16 11:12:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
408745,2024-07-16 11:12:00,Illinois Institute of Technology,Prajwal,Disconnected,,FA24IP
454439,2024-07-16 11:13:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
463208,2024-07-16 11:15:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
430922,2024-07-16 11:16:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
436164,2024-07-16 11:16:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
409860,2024-07-16 11:17:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
431591,2024-07-16 11:18:00,Illinois Institute of Technology,Prajwal,Wrong number,,FA24IP
399001,2024-07-16 11:19:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
463801,2024-07-16 11:20:00,Illinois Institute of Technology,Rudra,Not connected,,FA24SIC
437766,2024-07-16 11:20:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
448187,2024-07-16 11:25:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
435681,2024-07-16 11:25:00,Illinois Institute of Technology,Rudra,Disconnected,,FA24SIC
441934,2024-07-16 11:26:00,Illinois Institute of Technology,Rudra,Disconnected,,FA24SIC
435030,2024-07-16 11:27:00,Illinois Institute of Technology,Rudra,Not connected,,FA24SIC
434315,2024-07-16 11:27:00,Illinois Institute of Technology,Shrutish,Will Submit the docx,,FA24IP
437295,2024-07-16 11:29:00,Illinois Institute of Technology,Rudra,Not connected,,FA24SIC
437217,2024-07-16 11:30:00,Illinois Institute of Technology,Rudra,Not connected,,FA24SIC
445167,2024-07-16 11:30:00,Illinois Institute of Technology,Rudra,Not connected,,FA24SIC
449680,2024-07-16 11:30:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
445838,2024-07-16 11:33:00,Illinois Institute of Technology,Rudra,Not connected,,FA24SIC
429735,2024-07-16 11:34:00,Illinois Institute of Technology,Rudra,Not connected,,FA24SIC
438652,2024-07-16 11:35:00,Illinois Institute of Technology,Rudra,Not connected,,FA24SIC
439232,2024-07-16 11:35:00,Illinois Institute of Technology,Rudra,Not connected,,FA24SIC
438340,2024-07-16 11:36:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
459620,2024-07-16 11:36:00,Illinois Institute of Technology,Rudra,Not connected,,FA24SIC
428476,2024-07-16 11:37:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
463427,2024-07-16 11:37:00,Illinois Institute of Technology,Rudra,Not connected,,FA24SIC
464396,2024-07-16 11:38:00,Illinois Institute of Technology,Rudra,Not connected,,FA24SIC
421065,2024-07-16 11:38:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
420960,2024-07-16 11:38:00,Illinois Institute of Technology,Rudra,Not connected,,FA24SIC
466456,2024-07-16 11:38:00,Illinois Institute of Technology,Shrutish,Duplicate app,,FA24IP
451329,2024-07-16 11:40:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
464554,2024-07-16 11:41:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
401616,2024-07-16 11:42:00,Illinois Institute of Technology,Rudra,Will Submit the docx,,FA24SIC
450963,2024-07-16 11:42:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
458073,2024-07-16 11:43:00,Illinois Institute of Technology,Rudra,Not connected,,FA24SIC
458965,2024-07-16 11:43:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
429619,2024-07-16 11:44:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
437787,2024-07-16 11:44:00,Illinois Institute of Technology,Rudra,Not connected,,FA24SIC
465530,2024-07-16 11:45:00,Illinois Institute of Technology,Rudra,Not connected,,FA24SIC
461808,2024-07-16 11:45:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
461686,2024-07-16 11:46:00,Illinois Institute of Technology,Rudra,Disconnected,,FA24SIC
461709,2024-07-16 11:47:00,Illinois Institute of Technology,Rudra,Not connected,,FA24SIC
461722,2024-07-16 11:47:00,Illinois Institute of Technology,Rudra,Not connected,,FA24SIC
430796,2024-07-16 11:51:00,Illinois Institute of Technology,Rudra,Not connected,,FA24SIC
439678,2024-07-16 11:53:00,Illinois Institute of Technology,Rudra,Not connected,,FA24SIC
437054,2024-07-16 11:54:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
450935,2024-07-16 11:54:00,Illinois Institute of Technology,Rudra,Not connected,,FA24SIC
402455,2024-07-16 11:54:00,Illinois Institute of Technology,Rudra,Not connected,,FA24SIC
415005,2024-07-16 11:57:00,Illinois Institute of Technology,Rudra,Not connected,,FA24SIC
446608,2024-07-16 12:02:00,Illinois Institute of Technology,Shrutish,Will Submit the docx,,FA24IP
449613,2024-07-16 12:03:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
437792,2024-07-16 12:09:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
433806,2024-07-16 12:10:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
431768,2024-07-16 12:11:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
461831,2024-07-16 12:12:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
434680,2024-07-16 12:14:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
435009,2024-07-16 12:15:00,Illinois Institute of Technology,Rudra,Not connected,,FA24SIC
435090,2024-07-16 12:16:00,Illinois Institute of Technology,Rudra,Not connected,,FA24SIC
436373,2024-07-16 12:16:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
420454,2024-07-16 12:17:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
428893,2024-07-16 12:17:00,Illinois Institute of Technology,Rudra,Not connected,,FA24SIC
454789,2024-07-16 12:18:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
433513,2024-07-16 12:19:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
422888,2024-07-16 12:19:00,Illinois Institute of Technology,Rudra,Will Submit the docx,,FA24SIC
453412,2024-07-16 12:19:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
420493,2024-07-16 12:20:00,Illinois Institute of Technology,Rudra,Not connected,,FA24SIC
463755,2024-07-16 12:21:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
440384,2024-07-16 12:21:00,Illinois Institute of Technology,Rudra,Reschedule,,FA24SIC
454697,2024-07-16 12:22:00,Illinois Institute of Technology,Rudra,Not connected,,FA24SIC
428467,2024-07-16 12:23:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
465821,2024-07-16 12:23:00,Illinois Institute of Technology,Rudra,Not connected,,FA24SIC
429200,2024-07-16 12:24:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
462440,2024-07-16 12:24:00,Illinois Institute of Technology,Rudra,Not connected,,FA24SIC
452630,2024-07-16 12:25:00,Illinois Institute of Technology,Prajwal,Will Submit the docx,,FA24IP
432548,2024-07-16 12:26:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
447720,2024-07-16 12:28:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
463803,2024-07-16 12:29:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
422923,2024-07-16 12:29:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
454827,2024-07-16 12:30:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
454356,2024-07-16 12:31:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
414005,2024-07-16 12:32:00,Illinois Institute of Technology,Prajwal,Will Submit the docx,,FA24IP
435039,2024-07-16 12:34:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
436080,2024-07-16 12:36:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
461704,2024-07-16 12:38:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
427716,2024-07-16 12:40:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
427431,2024-07-16 12:41:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
445984,2024-07-16 12:42:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
429961,2024-07-16 12:44:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
403988,2024-07-16 12:45:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
433554,2024-07-16 12:54:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
449296,2024-07-16 12:55:00,Illinois Institute of Technology,Prajwal,Will Submit the docx,,FA24IP
457144,2024-07-16 12:56:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
458391,2024-07-16 12:58:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
455624,2024-07-16 12:59:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
433376,2024-07-16 13:01:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
409671,2024-07-16 13:03:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
438663,2024-07-16 13:05:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
428266,2024-07-16 13:07:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
454567,2024-07-16 13:10:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
436145,2024-07-16 13:11:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
447164,2024-07-16 13:20:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
455813,2024-07-16 13:27:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
414266,2024-07-16 14:03:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
416506,2024-07-16 14:04:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
434216,2024-07-16 14:07:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
450556,2024-07-16 14:08:00,Illinois Institute of Technology,Prajwal,Will Submit the docx,,FA24IP
457563,2024-07-16 14:10:00,Illinois Institute of Technology,Shrutish,Will Submit the docx,,FA24IP
463542,2024-07-16 14:16:00,Illinois Institute of Technology,Shrutish,Will Submit the docx,,FA24IP
407461,2024-07-16 14:20:00,Illinois Institute of Technology,Rudra,Will Submit the docx,,FA24SIC
461870,2024-07-16 14:21:00,Illinois Institute of Technology,Shrutish,Will Submit the docx,,FA24IP
462198,2024-07-16 14:23:00,Illinois Institute of Technology,Shrutish,Will Submit the docx,,FA24IP
461691,2024-07-16 14:25:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
401903,2024-07-16 14:27:00,Illinois Institute of Technology,Rudra,Will Submit the docx,,FA24SIC
464931,2024-07-16 14:27:00,Illinois Institute of Technology,Shrutish,Will Submit the docx,,FA24IP
404523,2024-07-16 14:27:00,Illinois Institute of Technology,Rudra,Not connected,,FA24SIC
404798,2024-07-16 14:28:00,Illinois Institute of Technology,Rudra,Not connected,,FA24SIC
452277,2024-07-16 14:29:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
447150,2024-07-16 14:32:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
464209,2024-07-16 14:33:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
423682,2024-07-16 14:34:00,Illinois Institute of Technology,Rudra,Not connected,,FA24SIC
424059,2024-07-16 14:35:00,Illinois Institute of Technology,Rudra,Not connected,,FA24SIC
464974,2024-07-16 14:36:00,Illinois Institute of Technology,Shrutish,Will Submit the docx,,FA24IP
434542,2024-07-16 14:36:00,Illinois Institute of Technology,Rudra,Not connected,,FA24SIC
432930,2024-07-16 14:37:00,Illinois Institute of Technology,Rudra,Not connected,,FA24SIC
393168,2024-07-16 14:37:00,Illinois Institute of Technology,Rudra,Not connected,,FA24SIC
413528,2024-07-16 14:38:00,Illinois Institute of Technology,Rudra,Not connected,,FA24SIC
423288,2024-07-16 14:39:00,Illinois Institute of Technology,Rudra,Not connected,,FA24SIC
460067,2024-07-16 14:41:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
414343,2024-07-16 14:44:00,Illinois Institute of Technology,Rudra,Not connected,,FA24IP
464362,2024-07-16 14:45:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
427490,2024-07-16 14:45:00,Illinois Institute of Technology,Shrutish,Will Submit the docx,,FA24IP
396370,2024-07-16 14:46:00,Illinois Institute of Technology,Rudra,Not connected,,FA24IP
453254,2024-07-16 14:46:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
402631,2024-07-16 14:47:00,Illinois Institute of Technology,Rudra,Not connected,,FA24IP
465834,2024-07-16 14:47:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
402312,2024-07-16 14:48:00,Illinois Institute of Technology,Rudra,Not connected,,FA24SIC
454955,2024-07-16 14:49:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
450522,2024-07-16 14:50:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
406888,2024-07-16 14:51:00,Illinois Institute of Technology,Shrutish,Will Submit the docx,,FA24IP
404264,2024-07-16 14:52:00,Illinois Institute of Technology,Rudra,Not connected,,FA24SIC
421051,2024-07-16 14:53:00,Illinois Institute of Technology,Rudra,Not connected,,FA24IP
461872,2024-07-16 14:53:00,Illinois Institute of Technology,Prajwal,Will Submit the docx,,FA24IP
459279,2024-07-16 14:53:00,Illinois Institute of Technology,Shrutish,Will Submit the docx,,FA24IP
421278,2024-07-16 14:54:00,Illinois Institute of Technology,Rudra,Not connected,,FA24IP
450532,2024-07-16 14:56:00,Illinois Institute of Technology,Prajwal,Will Submit the docx,,FA24IP
410414,2024-07-16 14:56:00,Illinois Institute of Technology,Rudra,Disconnected,,FA24IP
456585,2024-07-16 14:57:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
465523,2024-07-16 14:57:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
464418,2024-07-16 14:58:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
436000,2024-07-16 15:00:00,Illinois Institute of Technology,Shrutish,Will Submit the docx,,FA24IP
455967,2024-07-16 15:01:00,Illinois Institute of Technology,Prajwal,Will Submit the docx,,FA24IP
444747,2024-07-16 15:02:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
454591,2024-07-16 15:02:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
430080,2024-07-16 15:03:00,Illinois Institute of Technology,Rudra,Will Submit the docx,,FA24IP
445072,2024-07-16 15:04:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
398019,2024-07-16 15:04:00,Illinois Institute of Technology,Rudra,Not connected,,FA24IP
432545,2024-07-16 15:05:00,Illinois Institute of Technology,Rudra,Not connected,,FA24IP
438650,2024-07-16 15:05:00,Illinois Institute of Technology,Rudra,Not connected,,FA24IP
461854,2024-07-16 15:06:00,Illinois Institute of Technology,Prajwal,Will Submit the docx,,FA24IP
432774,2024-07-16 15:06:00,Illinois Institute of Technology,Rudra,Not connected,,FA24IP
451001,2024-07-16 15:08:00,Illinois Institute of Technology,Rudra,Voicemail,,FA24SIC
449115,2024-07-16 15:09:00,Illinois Institute of Technology,Rudra,Not connected,,FA24SIC
434359,2024-07-16 15:09:00,Illinois Institute of Technology,Prajwal,Will Submit the docx,,FA24IP
451296,2024-07-16 15:10:00,Illinois Institute of Technology,Rudra,Not connected,,FA24IP
461439,2024-07-16 15:10:00,Illinois Institute of Technology,Shrutish,Will Submit the docx,,FA24IP
446000,2024-07-16 15:12:00,Illinois Institute of Technology,Rudra,Will Submit the docx,,FA24IP
456817,2024-07-16 15:12:00,Illinois Institute of Technology,Shrutish,Will Submit the docx,,FA24IP
427775,2024-07-16 15:14:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
414205,2024-07-16 15:15:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
424294,2024-07-16 15:19:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
453004,2024-07-16 15:21:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
406932,2024-07-16 15:23:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
464272,2024-07-16 15:25:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
461887,2024-07-16 15:26:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
448754,2024-07-16 15:27:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
421005,2024-07-16 15:28:00,Illinois Institute of Technology,Prajwal,Will Submit the docx,,FA24IP
440825,2024-07-16 15:29:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
401601,2024-07-16 15:31:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
464120,2024-07-16 15:35:00,Illinois Institute of Technology,Prajwal,Disconnected,,FA24IP
438182,2024-07-16 15:38:00,Illinois Institute of Technology,Rudra,Not connected,,FA24IP
395262,2024-07-16 15:38:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
422947,2024-07-16 15:39:00,Illinois Institute of Technology,Rudra,Not connected,,FA24IP
464959,2024-07-16 15:40:00,Illinois Institute of Technology,Prajwal,Disconnected,,FA24IP
435737,2024-07-16 15:41:00,Illinois Institute of Technology,Rudra,Not connected,,FA24IP
435836,2024-07-16 15:42:00,Illinois Institute of Technology,Rudra,Not connected,,FA24IP
439881,2024-07-16 15:43:00,Illinois Institute of Technology,Rudra,Not connected,,FA24IP
465445,2024-07-16 15:44:00,Illinois Institute of Technology,Rudra,Not connected,,FA24IP
447328,2024-07-16 15:44:00,Illinois Institute of Technology,Prajwal,Will Submit the docx,,FA24IP
461499,2024-07-16 15:47:00,Illinois Institute of Technology,Rudra,Will Submit the docx,,FA24IP
462025,2024-07-16 15:47:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
398399,2024-07-16 15:48:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
455796,2024-07-16 15:48:00,Illinois Institute of Technology,Rudra,Disconnected,,FA24IP
462054,2024-07-16 15:50:00,Illinois Institute of Technology,Rudra,Will Submit the docx,,FA24IP
470588,2024-07-16 15:50:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
461697,2024-07-16 15:51:00,Illinois Institute of Technology,Rudra,Not connected,,FA24IP
462230,2024-07-16 15:53:00,Illinois Institute of Technology,Rudra,Disconnected,,FA24IP
430311,2024-07-16 15:53:00,Illinois Institute of Technology,Prajwal,Will Submit the docx,,FA24IP
462381,2024-07-16 15:57:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
420988,2024-07-16 16:01:00,Illinois Institute of Technology,Prajwal,Will Submit the docx,,FA24IP
422914,2024-07-16 16:04:00,Illinois Institute of Technology,Prajwal,Will Submit the docx,,FA24IP
464836,2024-07-16 16:05:00,Illinois Institute of Technology,Rudra,Not connected,,FA24IP
440448,2024-07-16 16:07:00,Illinois Institute of Technology,Prajwal,Disconnected,,FA24IP
434234,2024-07-16 16:07:00,Illinois Institute of Technology,Rudra,Will Submit the docx,,FA24IP
435214,2024-07-16 16:08:00,Illinois Institute of Technology,Rudra,Not connected,,FA24IP
459878,2024-07-16 16:08:00,Illinois Institute of Technology,Rudra,Not connected,,FA24IP
399071,2024-07-16 16:09:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
445424,2024-07-16 16:09:00,Illinois Institute of Technology,Rudra,Not connected,,FA24IP
448357,2024-07-16 16:10:00,Illinois Institute of Technology,Rudra,Disconnected,,FA24IP
426576,2024-07-16 16:11:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
449691,2024-07-16 16:11:00,Illinois Institute of Technology,Rudra,Not connected,,FA24IP
450776,2024-07-16 16:12:00,Illinois Institute of Technology,Rudra,Not connected,,FA24IP
450558,2024-07-16 16:13:00,Illinois Institute of Technology,Rudra,Not connected,,FA24IP
450677,2024-07-16 16:15:00,Illinois Institute of Technology,Rudra,Not connected,,FA24IP
451458,2024-07-16 16:16:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
454046,2024-07-16 16:19:00,Illinois Institute of Technology,Rudra,Not connected,,FA24IP
401048,2024-07-16 16:19:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
401435,2024-07-16 16:19:00,Illinois Institute of Technology,Rudra,Not connected,,FA24IP
405641,2024-07-16 16:20:00,Illinois Institute of Technology,Rudra,Not connected,,FA24IP
446621,2024-07-16 16:21:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
464976,2024-07-16 16:22:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
401791,2024-07-16 16:22:00,Illinois Institute of Technology,Rudra,Will Submit the docx,,FA24IP
438176,2024-07-16 16:24:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
445627,2024-07-16 16:25:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
464426,2024-07-16 16:26:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
413700,2024-07-16 16:27:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
462137,2024-07-16 16:28:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
452962,2024-07-16 16:29:00,Illinois Institute of Technology,Prajwal,Disconnected,,FA24IP
464505,2024-07-16 16:29:00,Illinois Institute of Technology,Shrutish,Will Submit the docx,,FA24IP
460354,2024-07-16 16:31:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
400954,2024-07-16 16:31:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
439908,2024-07-16 16:32:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
413769,2024-07-16 16:33:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
425590,2024-07-16 16:33:00,Illinois Institute of Technology,Rudra,Not connected,,FA24IP
451204,2024-07-16 16:34:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
439645,2024-07-16 16:34:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
441790,2024-07-16 16:34:00,Illinois Institute of Technology,Rudra,Not connected,,FA24IP
464772,2024-07-16 16:35:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
463383,2024-07-16 16:35:00,Illinois Institute of Technology,Shrutish,Voicemail,,FA24IP
445432,2024-07-16 16:36:00,Illinois Institute of Technology,Rudra,Not connected,,FA24IP
416069,2024-07-16 16:37:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
456367,2024-07-16 16:37:00,Illinois Institute of Technology,Rudra,Not connected,,FA24IP
431817,2024-07-16 16:37:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
422093,2024-07-16 16:38:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
439675,2024-07-16 16:39:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
450829,2024-07-16 16:39:00,Illinois Institute of Technology,Rudra,Not connected,,FA24IP
462575,2024-07-16 16:40:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
464146,2024-07-16 16:41:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
457552,2024-07-16 16:42:00,Illinois Institute of Technology,Rudra,Not connected,,FA24IP
427441,2024-07-16 16:42:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
417253,2024-07-16 16:42:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
458373,2024-07-16 16:42:00,Illinois Institute of Technology,Rudra,Not connected,,FA24IP
390419,2024-07-16 16:43:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
423153,2024-07-16 16:43:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
462961,2024-07-16 16:43:00,Illinois Institute of Technology,Rudra,Not connected,,FA24IP
421559,2024-07-16 16:44:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
451851,2024-07-16 16:45:00,Illinois Institute of Technology,Rudra,Not connected,,FA24IP
461599,2024-07-16 16:45:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
462875,2024-07-16 16:45:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
464478,2024-07-16 16:46:00,Illinois Institute of Technology,Rudra,Not connected,,FA24IP
421338,2024-07-16 16:47:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
463684,2024-07-16 16:47:00,Illinois Institute of Technology,Rudra,Not connected,,FA24IP
462180,2024-07-16 16:48:00,Illinois Institute of Technology,Prajwal,Not connected,,FA24IP
422506,2024-07-16 16:48:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
465116,2024-07-16 16:48:00,Illinois Institute of Technology,Rudra,Not connected,,FA24IP
465550,2024-07-16 16:49:00,Illinois Institute of Technology,Rudra,Not connected,,FA24IP
440583,2024-07-16 16:49:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
439261,2024-07-16 16:50:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
431569,2024-07-16 16:52:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
430062,2024-07-16 16:52:00,Illinois Institute of Technology,Rudra,Not connected,,FA24IP
439667,2024-07-16 16:53:00,Illinois Institute of Technology,Shrutish,Not connected,,FA24IP
